variable_names,gqtotals,gqtype,gqtype
1675,13,0,13
1677,9,0,9
1678,0,0,0
1679,1,0,1
1680,18,0,18
1681,11,0,11
1682,32,0,32
1683,0,0,0
1684,0,0,0
1685,0,0,0
1686,0,0,0
1687,8,0,8
1688,0,0,0
1689,0,0,0
1690,7,0,7
1691,0,0,0
1692,21,0,21
1693,0,0,0
1694,0,0,0
1695,0,0,0
1696,10,0,10
1697,17,0,17
1698,16,2,14
1699,24,0,24
1700,14,0,14
1701,0,0,0
1702,6,0,6
1703,0,0,0
1704,0,0,0
1705,0,0,0
1706,0,0,0
1707,8,0,8
1708,0,0,0
1709,0,0,0
1710,6,0,6
1711,0,0,0
1712,0,0,0
1713,0,0,0
1714,0,0,0
1715,31,0,31
1716,127,127,0
1717,0,0,0
1718,0,0,0
1719,0,0,0
1720,8,0,8
1721,0,0,0
1722,0,0,0
1723,0,0,0
1724,8,0,8
1725,187,187,0
1726,0,0,0
1727,0,0,0
1728,1,0,1
1729,0,0,0
1730,0,0,0
1731,0,0,0
1732,0,0,0
1733,0,0,0
1734,0,0,0
1735,9,0,9
1736,0,0,0
1737,0,0,0
1738,2,0,2
1739,0,0,0
1740,0,0,0
1741,0,0,0
1742,0,0,0
1743,0,0,0
1744,8,0,8
1745,5,0,5
1746,0,0,0
1747,0,0,0
1748,0,0,0
1749,0,0,0
1750,3,0,3
1751,7,0,7
1752,0,0,0
1753,0,0,0
1754,0,0,0
1755,0,0,0
1756,0,0,0
1757,0,0,0
1758,3,0,3
1759,6,0,6
1760,0,0,0
1761,5,0,5
1762,0,0,0
1763,0,0,0
1764,0,0,0
1765,0,0,0
1766,0,0,0
1767,0,0,0
1768,24,22,2
1769,0,0,0
1770,0,0,0
1771,12,0,12
1772,7,0,7
1773,397,397,0
1774,11,0,11
1775,0,0,0
1776,15,0,15
1777,0,0,0
1778,10,0,10
1779,0,0,0
1780,33,0,33
1781,0,0,0
1782,0,0,0
1783,57,0,57
1784,65,0,65
1785,232,232,0
1786,0,0,0
1787,22,12,10
1788,43,0,43
1789,0,0,0
1790,3,0,3
1791,0,0,0
1792,0,0,0
1793,151,74,77
1794,16,4,12
1795,0,0,0
1796,4,0,4
1797,5,0,5
1798,0,0,0
1799,12,0,12
1800,0,0,0
1801,40,40,0
1802,4,0,4
1803,0,0,0
1804,0,0,0
1805,0,0,0
1806,0,0,0
1807,8,0,8
1808,0,0,0
1809,0,0,0
1810,10,0,10
1811,6,0,6
1812,10,0,10
1813,0,0,0
1814,0,0,0
1815,21,0,21
1816,0,0,0
1817,0,0,0
1818,0,0,0
1819,12,0,12
1820,12,12,0
1821,58,12,46
1822,671,510,161
1823,0,0,0
1824,33,0,33
1825,503,501,2
1826,27,0,27
1827,696,479,217
1828,0,0,0
1829,24,0,24
1830,3,0,3
1831,2,0,2
1832,0,0,0
1833,4,0,4
1834,0,0,0
1835,0,0,0
1836,44,0,44
1837,3,2,1
1838,0,0,0
1839,0,0,0
1840,1,0,1
1841,0,0,0
1842,9,0,9
1843,31,0,31
1844,12,0,12
1845,305,305,0
1846,0,0,0
1847,0,0,0
1848,127,0,127
1849,0,0,0
1850,43,0,43
1851,1,0,1
1852,0,0,0
1853,113,0,113
1854,197,197,0
1855,45,0,45
1856,5,0,5
1857,121,121,0
1858,0,0,0
1859,10,0,10
1860,10,0,10
1861,2,0,2
1862,0,0,0
1863,0,0,0
1864,8,0,8
1865,0,0,0
1866,0,0,0
1867,0,0,0
1868,0,0,0
1869,0,0,0
1870,59,0,59
1871,199,199,0
1872,10,0,10
1873,16,0,16
1874,0,0,0
1875,14,0,14
1876,0,0,0
1877,10,3,7
1878,8,4,4
1879,0,0,0
1880,0,0,0
1881,10,0,10
1882,10,0,10
1883,0,0,0
1884,18,0,18
1885,8,0,8
1886,7,0,7
1887,11,0,11
1888,8,0,8
1889,17,12,5
1890,314,313,1
1891,0,0,0
1892,0,0,0
1893,0,0,0
1894,412,190,222
1895,0,0,0
1896,13,0,13
1897,168,168,0
1898,0,0,0
1899,7,0,7
1900,4,0,4
1901,0,0,0
1902,0,0,0
1903,0,0,0
1904,0,0,0
1905,0,0,0
1906,0,0,0
1907,8,0,8
1908,8,0,8
1909,0,0,0
1910,0,0,0
1911,0,0,0
1912,4,0,4
1913,0,0,0
1914,0,0,0
1915,0,0,0
1916,0,0,0
1917,0,0,0
1918,0,0,0
1919,0,0,0
1920,0,0,0
1921,0,0,0
1922,5,0,5
1923,12,0,12
1924,0,0,0
1925,11,0,11
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,17,0,17
1930,7,0,7
1931,10,0,10
1932,0,0,0
1933,22,0,22
1934,0,0,0
1935,0,0,0
1936,0,0,0
1937,0,0,0
1938,0,0,0
1939,23,0,23
1940,8,0,8
1941,10,0,10
1942,48,0,48
1943,76,74,2
1944,42,0,42
1945,617,85,532
1946,105,0,105
1947,21,0,21
1948,30,27,3
1949,0,0,0
1950,96,51,45
1951,37,0,37
1952,0,0,0
1953,120,1,119
1954,0,0,0
1955,214,0,214
1956,486,0,486
1957,162,0,162
1958,0,0,0
1959,0,0,0
1960,148,7,141
1961,0,0,0
1962,101,0,101
1963,0,0,0
1964,0,0,0
1965,0,0,0
1966,0,0,0
1967,0,0,0
1968,14,8,6
1969,200,200,0
1970,18,18,0
1971,235,0,235
1972,0,0,0
1973,1,0,1
1974,2,0,2
1975,64,0,64
1976,10,10,0
1977,421,0,421
1978,8,0,8
1979,0,0,0
1980,0,0,0
1981,0,0,0
1982,0,0,0
1983,0,0,0
1984,48,1,47
1985,0,0,0
1986,0,0,0
1987,14,8,6
1988,0,0,0
1989,0,0,0
1990,0,0,0
1991,0,0,0
1992,0,0,0
1993,8,0,8
1994,12,0,12
1995,15,0,15
1996,0,0,0
1997,0,0,0
1998,10,0,10
1999,0,0,0
2000,6,6,0
2001,0,0,0
2002,0,0,0
2003,19,0,19
2004,0,0,0
2005,0,0,0
2006,427,427,0
2007,0,0,0
2008,0,0,0
2009,10,0,10
2010,15,8,7
2011,0,0,0
2012,0,0,0
2013,0,0,0
2014,0,0,0
2015,0,0,0
2016,0,0,0
2017,0,0,0
2018,0,0,0
2019,2,0,2
2020,0,0,0
2022,8,0,8
2023,0,0,0
2024,0,0,0
2025,0,0,0
2026,0,0,0
2027,0,0,0
2028,1,0,1
2029,0,0,0
2030,0,0,0
2031,0,0,0
2032,0,0,0
2033,7,0,7
2034,10,0,10
2035,7,0,7
2036,10,0,10
2037,25,15,10
2038,0,0,0
2039,0,0,0
2040,8,4,4
2041,10,0,10
2042,0,0,0
2043,0,0,0
2044,0,0,0
2045,14,0,14
2046,0,0,0
2047,10,0,10
2048,5,0,5
2049,0,0,0
2050,0,0,0
2052,0,0,0
2053,575,229,346
2054,297,0,297
2056,0,0,0
2057,0,0,0
2058,19,0,19
2059,0,0,0
2060,0,0,0
2061,24,12,12
2062,22,0,22
2063,0,0,0
2064,0,0,0
2065,0,0,0
2066,0,0,0
2067,0,0,0
2068,11,0,11
2069,10,0,10
2070,0,0,0
2071,8,8,0
2072,4,0,4
2073,0,0,0
2074,3,0,3
2075,0,0,0
2076,1,0,1
2077,0,0,0
2078,0,0,0
2079,0,0,0
2080,263,263,0
2081,0,0,0
2082,0,0,0
2083,8,8,0
2084,6,0,6
2085,0,0,0
2086,0,0,0
2087,0,0,0
2088,0,0,0
2089,6,6,0
2090,0,0,0
2091,6,6,0
2092,9,0,9
2093,0,0,0
2094,0,0,0
2095,64,0,64
2096,0,0,0
2097,0,0,0
2098,0,0,0
2099,0,0,0
2100,0,0,0
2101,0,0,0
2102,2089,2089,0
2103,0,0,0
2104,2,0,2
2105,114,0,114
2106,0,0,0
2107,304,286,18
2108,8,0,8
2109,10,0,10
2110,580,372,208
2111,5,0,5
2112,6,0,6
2113,17,0,17
2114,249,0,249
2115,1220,0,1220
2116,9,0,9
2117,0,0,0
2118,22,0,22
2119,8,0,8
2120,25,0,25
2121,0,0,0
2122,11,0,11
2123,0,0,0
2124,12,0,12
2125,47,0,47
2126,64,56,8
2127,11,6,5
2128,16,0,16
2129,0,0,0
2130,29,24,5
2131,16,16,0
2132,12,0,12
2133,0,0,0
2134,6,6,0
2135,0,0,0
2136,30,0,30
2137,0,0,0
2138,8,0,8
2139,11,0,11
2140,10,10,0
2141,690,286,404
2142,0,0,0
2143,43,26,17
2144,74,0,74
2145,193,0,193
2146,24,0,24
2147,0,0,0
2148,11,0,11
2149,0,0,0
2150,7,0,7
2151,17,0,17
2152,9,0,9
2153,116,0,116
2154,27,13,14
2155,9,0,9
2156,797,789,8
2157,4,0,4
2158,11,0,11
2159,15,9,6
2160,314,290,24
2161,11,0,11
2162,47,0,47
2163,107,60,47
2164,21,0,21
2165,10,0,10
2166,0,0,0
2167,0,0,0
2168,0,0,0
2169,10,0,10
2170,304,302,2
2171,372,369,3
2172,467,0,467
2173,7,0,7
2174,0,0,0
2175,0,0,0
2176,18,0,18
2177,0,0,0
2179,2,0,2
2180,6,0,6
2181,15,0,15
2182,10,0,10
2183,0,0,0
2184,12,0,12
2185,0,0,0
2186,12,0,12
2187,9,0,9
2188,10,0,10
2189,18,0,18
2190,0,0,0
2191,14,0,14
2192,3,0,3
2193,0,0,0
2194,0,0,0
2195,12,0,12
2196,0,0,0
2197,9,0,9
2198,20,0,20
2199,0,0,0
2200,0,0,0
2201,0,0,0
2202,7,0,7
2203,12,0,12
2204,0,0,0
2205,17,10,7
2206,6,0,6
2207,10,0,10
2208,88,0,88
2209,0,0,0
2210,948,932,16
2211,0,0,0
2212,1,0,1
2213,711.6556843,0,711.6556843
2214,16.33642891,0,16.33642891
2215,12.25232168,0,12.25232168
2216,0,0,0
2217,0,0,0
2218,161.3222355,161.3222355,0
2219,0,0,0
2220,563.6067973,528.8918859,34.71491143
2221,31.65183101,0,31.65183101
2222,9.189241261,0,9.189241261
2223,9.189241261,0,9.189241261
2224,16.33642891,13.27334849,3.06308042
2225,0,0,0
2226,192.9740665,176.6376376,16.33642891
2227,0,0,0
2228,23.48361656,0,23.48361656
2229,0,0,0
2230,274.656211,252.1936213,22.46258975
2231,0,0,0
2232,253.2146481,253.2146481,0
2233,0,0,0
2234,6.12616084,0,6.12616084
2235,12.25232168,0,12.25232168
2236,0,0,0
2237,7.147187647,0,7.147187647
2238,0,0,0
2239,13.27334849,0,13.27334849
2240,0,0,0
2241,0,0,0
2242,0,0,0
2243,8.168214454,0,8.168214454
2244,2.042053613,0,2.042053613
2245,0,0,0
2246,0,0,0
2247,0,0,0
2248,6.12616084,0,6.12616084
2249,4.084107227,0,4.084107227
2250,10.21026807,0,10.21026807
2251,0,0,0
2252,0,0,0
2253,8.168214454,0,8.168214454
2254,0,0,0
2255,1.021026807,0,1.021026807
2256,28.58875059,0,28.58875059
2257,0,0,0
2258,6.12616084,0,6.12616084
2259,19.39950933,0,19.39950933
2260,5.105134034,0,5.105134034
2261,18.37848252,0,18.37848252
2262,0,0,0
2263,0,0,0
2264,0,0,0
2265,17.35745571,0,17.35745571
2266,8.168214454,0,8.168214454
2267,4.084107227,0,4.084107227
2268,17.35745571,0,17.35745571
2269,0,0,0
2270,0,0,0
2271,9.189241261,0,9.189241261
2272,4.084107227,0,4.084107227
2273,0,0,0
2274,127.6283508,0,127.6283508
2275,0,0,0
2276,0,0,0
2277,147.0278602,147.0278602,0
2278,4.084107227,0,4.084107227
2279,0,0,0
2280,4.084107227,0,4.084107227
2281,0,0,0
2282,8.168214454,0,8.168214454
2283,0,0,0
2284,13.27334849,0,13.27334849
2285,8.168214454,0,8.168214454
2286,72.49290328,21.44156294,51.05134034
2287,12.25232168,0,12.25232168
2288,0,0,0
2289,12.25232168,0,12.25232168
2290,1195.15728,0,1195.15728
2291,0,0,0
2292,512.555457,0,512.555457
2293,34.71491143,0,34.71491143
2294,31.65183101,0,31.65183101
2295,2.042053613,0,2.042053613
2296,31.65183101,0,31.65183101
2297,257.2987553,257.2987553,0
2298,215.4366562,198.0792005,17.35745571
2299,0,0,0
2300,245.0464336,245.0464336,0
2301,0,0,0
2302,3.06308042,0,3.06308042
2303,3767.588917,276.6982646,3490.890652
2304,36.75696504,0,36.75696504
2305,32.67285782,0,32.67285782
2306,591.1745211,591.1745211,0
2307,23.48361656,7.147187647,16.33642891
2308,0,0,0
2309,14.29437529,0,14.29437529
2310,10.21026807,0,10.21026807
2311,8.168214454,0,8.168214454
2312,1713.282982,1685.715258,27.56772378
2313,267.5090234,261.3828625,6.12616084
2314,9.189241261,0,9.189241261
2315,35.73593824,0,35.73593824
2316,24.50464336,0,24.50464336
2317,0,0,0
2318,7.147187647,0,7.147187647
2319,21.44156294,0,21.44156294
2320,0,0,0
2321,5.105134034,0,5.105134034
2322,8.168214454,0,8.168214454
2323,10.21026807,0,10.21026807
2324,0,0,0
2325,0,0,0
2326,12.25232168,0,12.25232168
2327,11.23129487,0,11.23129487
2328,21.44156294,0,21.44156294
2329,9.189241261,0,9.189241261
2330,7.147187647,0,7.147187647
2331,0,0,0
2332,14.29437529,0,14.29437529
2333,0,0,0
2334,66.36674244,56.15647437,10.21026807
2335,6.12616084,0,6.12616084
2336,107.2078147,107.2078147,0
2337,6.12616084,0,6.12616084
2338,0,0,0
2339,33.69388462,0,33.69388462
2340,0,0,0
2341,0,0,0
2342,2.042053613,0,2.042053613
2343,6.12616084,0,6.12616084
2344,12.25232168,0,12.25232168
2345,9.189241261,2.042053613,7.147187647
2346,1.021026807,0,1.021026807
2347,0,0,0
2348,30.6308042,0,30.6308042
2349,337.959873,327.749605,10.21026807
2350,0,0,0
2351,0,0,0
2352,7.147187647,0,7.147187647
2353,20.42053613,0,20.42053613
2354,9.189241261,0,9.189241261
2355,0,0,0
2356,0,0,0
2357,8.168214454,0,8.168214454
2358,102.1026807,92.91343941,9.189241261
2359,0,0,0
2360,0,0,0
2361,217.4787098,210.3315222,7.147187647
2362,0,0,0
2363,22.46258975,0,22.46258975
2364,0,0,0
2365,0,0,0
2366,6.12616084,0,6.12616084
2367,108.2288415,99.03960025,9.189241261
2368,15.3154021,3.06308042,12.25232168
2369,8.168214454,0,8.168214454
2370,0,0,0
2371,9.189241261,0,9.189241261
2372,10.21026807,0,10.21026807
2373,12.25232168,0,12.25232168
2374,36.75696504,0,36.75696504
2375,10.21026807,0,10.21026807
2376,6.12616084,0,6.12616084
2377,6.12616084,0,6.12616084
2378,94.95549303,32.67285782,62.28263521
2379,34.71491143,0,34.71491143
2380,16.33642891,0,16.33642891
2381,79.64009093,0,79.64009093
2382,0,0,0
2383,25.52567017,0,25.52567017
2384,306.308042,258.3197821,47.98825992
2385,119.4601364,94.95549303,24.50464336
2386,10.21026807,8.168214454,2.042053613
2387,25.52567017,0,25.52567017
2388,11.23129487,0,11.23129487
2389,8.168214454,0,8.168214454
2390,2.042053613,0,2.042053613
2391,8.168214454,0,8.168214454
2392,7.147187647,0,7.147187647
2393,77.59803731,63.30366202,14.29437529
2394,7.147187647,7.147187647,0
2395,6.12616084,6.12616084,0
2396,0,0,0
2397,18.37848252,15.3154021,3.06308042
2398,0,0,0
2399,20.42053613,0,20.42053613
2400,13.27334849,0,13.27334849
2401,7.147187647,0,7.147187647
2402,8.168214454,0,8.168214454
2403,16.33642891,0,16.33642891
2404,6.12616084,0,6.12616084
2405,19.39950933,0,19.39950933
2406,13.27334849,0,13.27334849
2407,14.29437529,0,14.29437529
2408,27.56772378,0,27.56772378
2409,80.66111773,0,80.66111773
2410,200.1212541,187.8689324,12.25232168
2411,0,0,0
2412,455.3779558,443.1256341,12.25232168
2413,0,0,0
2414,257.2987553,224.6258975,32.67285782
2415,227.6889779,98.01857345,129.6704045
2416,0,0,0
2417,176.6376376,173.5745571,3.06308042
2418,0,0,0
2419,0,0,0
2420,21.44156294,18.37848252,3.06308042
2421,319.5813905,207.2684418,112.3129487
2422,0,0,0
2423,209.3104954,203.1843345,6.12616084
2424,128.6493776,0,128.6493776
2425,39.82004546,0,39.82004546
2426,40.84107227,2.042053613,38.79901866
2427,96.99754664,72.49290328,24.50464336
2428,0,0,0
2429,26.54669698,0,26.54669698
2430,3.06308042,0,3.06308042
2431,0,0,0
2432,1485.409763,0,1485.409763
2433,1442.710878,0,1442.710878
2434,9.189241261,0,9.189241261
2435,18.37848252,0,18.37848252
2436,10.21026807,0,10.21026807
2437,51.05134034,0,51.05134034
2438,2.042053613,0,2.042053613
2439,19.39950933,0,19.39950933
2440,69.42982286,0,69.42982286
2441,819.8845258,780.0644804,39.82004546
2442,11.23129487,0,11.23129487
2443,72.49290328,42.88312588,29.6097774
2444,149.0699138,115.3760292,33.69388462
2445,343.0650071,197.0581737,146.0068334
2446,0,0,0
2447,6.12616084,0,6.12616084
2448,10.21026807,0,10.21026807
2449,12.25232168,0,12.25232168
2450,15.3154021,0,15.3154021
2451,4.084107227,0,4.084107227
2452,43.90415269,0,43.90415269
2453,0,0,0
2454,13.27334849,0,13.27334849
2455,0,0,0
2456,9.189241261,0,9.189241261
2457,13.27334849,0,13.27334849
2458,0,0,0
2459,89.85035899,2.042053613,87.80830538
2460,0,0,0
2461,23.48361656,0,23.48361656
2462,0,0,0
2463,162.3432623,98.01857345,64.32468882
2464,11.23129487,0,11.23129487
2465,6.12616084,0,6.12616084
2466,17.35745571,0,17.35745571
2467,35.73593824,0,35.73593824
2468,6.12616084,0,6.12616084
2469,20.42053613,0,20.42053613
2470,12.25232168,0,12.25232168
2471,156.2171014,129.6704045,26.54669698
2472,0,0,0
2473,6.12616084,0,6.12616084
2474,23.48361656,0,23.48361656
2475,0,0,0
2476,10.21026807,0,10.21026807
2477,6.12616084,0,6.12616084
2478,0,0,0
2479,0,0,0
2480,8.168214454,0,8.168214454
2481,0,0,0
2482,17.35745571,0,17.35745571
2483,10.21026807,0,10.21026807
2484,4.084107227,0,4.084107227
2485,0,0,0
2486,0,0,0
2487,9.189241261,0,9.189241261
2488,10.21026807,0,10.21026807
2489,2.042053613,0,2.042053613
2490,164.3853159,164.3853159,0
2491,19.39950933,0,19.39950933
2492,49.0217132,1.021285692,48.00042751
2493,56.17071305,0,56.17071305
2494,14.29799968,0,14.29799968
2495,0,0,0
2496,0,0,0
2497,0,0,0
2498,0,0,0
2499,6.127714151,0,6.127714151
2500,53.10685597,0,53.10685597
2501,4.085142767,0,4.085142767
2502,174.6398533,112.3414261,62.2984272
2503,0,0,0
2504,80.68156965,33.70242783,46.97914182
2505,86.8092838,70.46871273,16.34057107
2506,55.14942736,0,55.14942736
2507,17.36185676,0,17.36185676
2508,8.170285534,0,8.170285534
2509,23.48957091,0,23.48957091
2510,40.85142767,0,40.85142767
2511,4.085142767,0,4.085142767
2512,7.148999842,0,7.148999842
2513,8.170285534,0,8.170285534
2514,12.2554283,0,12.2554283
2515,307.4069932,300.2579934,7.148999842
2516,79.66028396,0,79.66028396
2517,9.191571226,0,9.191571226
2518,6.127714151,0,6.127714151
2519,8.170285534,0,8.170285534
2520,22.46828522,0,22.46828522
2521,0,0,0
2522,12.2554283,0,12.2554283
2523,8.170285534,0,8.170285534
2524,0,0,0
2525,10.21285692,0,10.21285692
2526,28.59599937,0,28.59599937
2527,20.42571384,0,20.42571384
2528,194.0442814,186.8952816,7.148999842
2529,0,0,0
2530,427.9187049,427.9187049,0
2531,17.36185676,7.148999842,10.21285692
2532,0,0,0
2533,415.6632766,415.6632766,0
2534,84.76671242,0,84.76671242
2535,0,0,0
2536,26.55342799,12.2554283,14.29799968
2537,108.2562833,67.40485566,40.85142767
2538,186.8952816,0,186.8952816
2539,483.0681322,0,483.0681322
2540,0,0,0
2541,6.127714151,0,6.127714151
2542,50.0429989,5.106428459,44.93657044
2543,45.95785613,0,45.95785613
2544,45.95785613,6.127714151,39.83014198
2545,20.42571384,0,20.42571384
2546,11.23414261,6.127714151,5.106428459
2547,0,0,0
2548,0,0,0
2549,0,0,0
2550,17.36185676,0,17.36185676
2551,0,0,0
2552,0,0,0
2553,35.74499921,6.127714151,29.61728506
2554,18.38314245,0,18.38314245
2555,31.65985644,0,31.65985644
2556,8.170285534,0,8.170285534
2557,6.127714151,0,6.127714151
2558,93.95828364,7.148999842,86.8092838
2559,25.53214229,0,25.53214229
2560,0,0,0
2561,7.148999842,7.148999842,0
2562,110.2988547,0,110.2988547
2563,26.55342799,4.085142767,22.46828522
2564,0,0,0
2565,13.27671399,0,13.27671399
2566,0,0,0
2567,582.1328443,555.5794163,26.55342799
2568,0,0,0
2569,20.42571384,0,20.42571384
2570,40.85142767,0,40.85142767
2571,0,0,0
2572,6.127714151,0,6.127714151
2573,0,0,0
2574,0,0,0
2575,4.085142767,0,4.085142767
2576,12.2554283,0,12.2554283
2577,6.127714151,0,6.127714151
2578,7.148999842,0,7.148999842
2579,183.8314245,164.4269964,19.40442814
2580,0,0,0
2581,5.106428459,0,5.106428459
2582,0,0,0
2583,56.17071305,43.91528475,12.2554283
2584,0,0,0
2585,6.127714151,0,6.127714151
2586,258.38528,255.3214229,3.063857075
2587,365.6202777,355.4074207,10.21285692
2588,16.34057107,0,16.34057107
2589,183.8314245,150.1289967,33.70242783
2590,171.5759962,0,171.5759962
2591,203.2358527,173.6185676,29.61728506
2592,3.063857075,0,3.063857075
2593,16.34057107,0,16.34057107
2594,123.5755687,0,123.5755687
2595,450.3869901,444.2592759,6.127714151
2596,10.21285692,0,10.21285692
2597,41.87271336,0,41.87271336
2598,0,0,0
2599,41.87271336,41.87271336,0
2600,10.21285692,0,10.21285692
2601,11.23414261,0,11.23414261
2602,0,0,0
2603,8.170285534,0,8.170285534
2604,0,0,0
2605,0,0,0
2606,15.31928538,9.191571226,6.127714151
2607,6.127714151,0,6.127714151
2608,240.0021376,227.7467093,12.2554283
2609,13.27671399,0,13.27671399
2610,10.21285692,0,10.21285692
2611,679.154985,559.6645591,119.4904259
2612,4.085142767,0,4.085142767
2613,33.70242783,0,33.70242783
2614,16.34057107,0,16.34057107
2615,157.2779965,133.7884256,23.48957091
2616,226.7254236,127.6607115,99.0647121
2617,31.65985644,0,31.65985644
2618,40.85142767,7.148999842,33.70242783
2619,0,0,0
2620,17.36185676,0,17.36185676
2621,210.3848525,199.1507099,11.23414261
2622,14.29799968,0,14.29799968
2623,6.127714151,0,6.127714151
2624,0,0,0
2625,11.23414261,0,11.23414261
2626,27.57471368,6.127714151,21.44699953
2627,48.00042751,0,48.00042751
2628,0,0,0
2629,3.063857075,0,3.063857075
2630,91.91571226,91.91571226,0
2631,0,0,0
2632,0,0,0
2633,50.0429989,0,50.0429989
2634,315.5772788,183.8314245,131.7458542
2635,19.40442814,0,19.40442814
2636,21.44699953,0,21.44699953
2637,60.25585581,0,60.25585581
2638,18.38314245,0,18.38314245
2639,4.085142767,0,4.085142767
2640,9.191571226,0,9.191571226
2641,59.23457012,0,59.23457012
2642,2.042571384,0,2.042571384
2643,30.63857075,7.148999842,23.48957091
2644,0,0,0
2645,0,0,0
2646,12.2554283,0,12.2554283
2647,0,0,0
2648,149.107711,140.9374255,8.170285534
2649,36.7662849,0,36.7662849
2650,0,0,0
2651,0,0,0
2652,12.2554283,0,12.2554283
2653,17.36185676,0,17.36185676
2654,97.02214072,97.02214072,0
2655,14.29799968,0,14.29799968
2656,0,0,0
2657,16.34057107,0,16.34057107
2658,10.21285692,0,10.21285692
2659,0,0,0
2660,398.3014198,379.9182773,18.38314245
2661,0,0,0
2662,0,0,0
2663,18.38314245,0,18.38314245
2664,4.085142767,0,4.085142767
2665,9.191571226,7.148999842,2.042571384
2666,70.46871273,0,70.46871273
2667,73.53256981,20.42571384,53.10685597
2668,40.85142767,0,40.85142767
2669,5.106428459,0,5.106428459
2670,15.31928538,0,15.31928538
2671,161.3631393,150.1289967,11.23414261
2672,0,0,0
2673,211.4061382,0,211.4061382
2674,22.46828522,0,22.46828522
2675,288.0025651,270.6407083,17.36185676
2676,86.8092838,0,86.8092838
2677,100.0859978,98.04342641,2.042571384
2678,0,0,0
2679,194.0442814,174.6398533,19.40442814
2680,0,0,0
2681,29.61728506,0,29.61728506
2682,67.40485566,7.148999842,60.25585581
2683,19.40442814,0,19.40442814
2684,12.2554283,0,12.2554283
2685,0,0,0
2686,29.61728506,17.36185676,12.2554283
2687,9237.829683,354.4831037,8883.346579
2688,7.148999842,0,7.148999842
2689,0,0,0
2690,38.80885629,0,38.80885629
2691,0,0,0
2692,8.170285534,0,8.170285534
2693,0,0,0
2694,0,0,0
2695,0,0,0
2696,9.191571226,0,9.191571226
2697,18.38314245,0,18.38314245
2698,6.127714151,0,6.127714151
2699,66.38356997,59.23457012,7.148999842
2700,100.0859978,0,100.0859978
2701,19.40442814,0,19.40442814
2702,315.5772788,235.9169948,79.66028396
2703,28.59599937,0,28.59599937
2704,41.87271336,0,41.87271336
2705,0,0,0
2706,23.48957091,0,23.48957091
2707,11.23414261,0,11.23414261
2708,14.29799968,0,14.29799968
2709,80.68156965,10.21285692,70.46871273
2710,0,0,0
2711,301.2792791,270.6407083,30.63857075
2712,25.53214229,0,25.53214229
2713,0,0,0
2714,10.21285692,0,10.21285692
2715,139.9161398,139.9161398,0
2716,16.34057107,5.106428459,11.23414261
2717,18.38314245,10.21285692,8.170285534
2718,0,0,0
2719,24.5108566,0,24.5108566
2720,45.95785613,0,45.95785613
2721,109.277569,0,109.277569
2722,13.27671399,0,13.27671399
2723,16.34057107,0,16.34057107
2724,63.31971289,0,63.31971289
2725,50.0429989,0,50.0429989
2726,43.91528475,0,43.91528475
2727,0,0,0
2728,48.00042751,0,48.00042751
2729,18.38314245,7.148999842,11.23414261
2730,0,0,0
2731,28.59599937,0,28.59599937
2732,4.085142767,0,4.085142767
2733,7.148999842,0,7.148999842
2734,4.085142767,0,4.085142767
2735,372.7692775,29.61728506,343.1519924
2736,11.23414261,0,11.23414261
2737,6.127714151,0,6.127714151
2738,6.127714151,0,6.127714151
2739,110.2988547,96.00085503,14.29799968
2740,23.48957091,0,23.48957091
2741,70.46871273,0,70.46871273
2742,98.04342641,0,98.04342641
2743,43.91528475,0,43.91528475
2744,13.27671399,0,13.27671399
2745,6.127714151,0,6.127714151
2746,52.08557028,5.106428459,46.97914182
2747,10.21285692,0,10.21285692
2748,392.1737056,313.5347074,78.63899827
2749,44.93657044,0,44.93657044
2750,18.38314245,0,18.38314245
2751,118.4691402,20.42571384,98.04342641
2752,38.80885629,7.148999842,31.65985644
2753,27.57471368,0,27.57471368
2754,341.1094211,282.8961366,58.21328443
2755,271.661994,0,271.661994
2756,13.27671399,0,13.27671399
2757,893.6249803,887.4972661,6.127714151
2758,0,0,0
2759,0,0,0
2760,26.55342799,0,26.55342799
2761,6.127714151,0,6.127714151
2762,255.3214229,241.0234233,14.29799968
2763,1.021285692,0,1.021285692
2764,27.57471368,0,27.57471368
2765,197.1081385,97.02214072,100.0859978
2766,15.31928538,0,15.31928538
2767,271.661994,0,271.661994
2768,45.95785613,0,45.95785613
2769,13.27671399,0,13.27671399
2770,60.25585581,0,60.25585581
2771,25.53214229,0,25.53214229
2772,0,0,0
2773,0,0,0
2774,0,0,0
2775,3.063857075,0,3.063857075
2776,3.063857075,0,3.063857075
2777,0,0,0
2778,66.38356997,0,66.38356997
2779,4.085142767,0,4.085142767
2780,138.8948541,89.87314088,49.0217132
2781,15.31928538,0,15.31928538
2782,176.6824247,149.107711,27.57471368
2783,300.2579934,0,300.2579934
2784,58.21328443,0,58.21328443
2785,119.4904259,87.83056949,31.65985644
2786,35.74499921,0,35.74499921
2787,19.40442814,0,19.40442814
2788,116.4265689,110.2988547,6.127714151
2789,34.72371352,0,34.72371352
2790,134.8097113,121.5329973,13.27671399
2791,0,0,0
2792,1107.07369,1051.924263,55.14942736
2793,220.5977094,174.6398533,45.95785613
2794,88.85185518,0,88.85185518
2795,12.2554283,0,12.2554283
2796,25.53214229,0,25.53214229
